Rk,Season,Conf,W,L,WLPercent,W2,L2,WL2Percent,SRS,SOS,PTS,PTS2,AP_Pre,AP_High,AP_Final,NCAA_Tour,Seed,Coaching,Team,SrNames,TeamID,schoolid,yearid,id,Team,G,MP,FG,FGA,FG_Percent,TwoP,TwoPA,TwoP_Percent,ThreeP,ThreePA,ThreeP_Percent,FT,FTA,FT_Percent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTSperG,Team_ID,Dates
5,2015,Southern,19,15,1,8,10,0,-3,-5,72,69,NULL,NULL,NULL,NULL,NULL,Bob Hoffman (19-15),mercer,mercer,1273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,2016,Southern,15,17,0,9,9,1,-1,-1,71,68,NULL,NULL,NULL,NULL,NULL,Bob Hoffman (15-17),mercer,mercer,1273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,2017,Southern,19,15,1,11,7,1,-1,-4,75,70,NULL,NULL,NULL,NULL,NULL,Bob Hoffman (19-15),mercer,mercer,1273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,2018,Southern,11,20,0,6,12,0,-3,0,73,73,NULL,NULL,NULL,NULL,NULL,Bob Hoffman (11-20),mercer,mercer,1273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,2019,Southern,15,14,1,9,7,1,-3,-2,73,72,NULL,NULL,NULL,NULL,NULL,Greg Gary (15-14),mercer,mercer,1273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,2008,ACC,19,13,1,7,9,0,12,9,73,66,17,17,NULL,NULL,NULL,Frank Haith (19-13),miami-fl,miami-fl,1274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,2009,ACC,20,13,1,4,12,0,11,7,72,65,NULL,23,NULL,NULL,NULL,Frank Haith (20-13),miami-fl,miami-fl,1274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,2010,ACC,21,15,1,6,10,0,10,6,72,68,NULL,NULL,NULL,NULL,NULL,Frank Haith (21-15),miami-fl,miami-fl,1274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,2011,ACC,20,13,1,9,7,1,11,6,71,66,NULL,NULL,NULL,NULL,NULL,Jim Larranaga (20-13),miami-fl,miami-fl,1274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,2012,ACC,29,7,1,15,3,1,17,8,70,61,NULL,2,5,Lost Regional Semifinal,2,Jim Larranaga (29-7),miami-fl,miami-fl,1274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,2013,ACC,17,16,1,7,11,0,8,6,62,60,NULL,NULL,NULL,NULL,NULL,Jim Larranaga (17-16),miami-fl,miami-fl,1274,1274,2013,1000582,miami-fl,36,7225,895,1968,0,641,1267,1,254,701,0,465,680,1,357,822,1179,408,223,159,377,525,2509,70,1274,2013
7,2013,ACC,17,16,1,7,11,0,8,6,62,60,NULL,NULL,NULL,NULL,NULL,Jim Larranaga (17-16),miami-fl,miami-fl,1274,1274,2013,1000624,miami-fl,36,7225,895,1968,0,641,1267,1,254,701,0,465,680,1,357,822,1179,408,223,159,377,525,2509,70,1274,2013
7,2013,ACC,17,16,1,7,11,0,8,6,62,60,NULL,NULL,NULL,NULL,NULL,Jim Larranaga (17-16),miami-fl,miami-fl,1274,1274,2013,1000629,miami-fl,36,7225,895,1968,0,641,1267,1,254,701,0,465,680,1,357,822,1179,408,223,159,377,525,2509,70,1274,2013
7,2013,ACC,17,16,1,7,11,0,8,6,62,60,NULL,NULL,NULL,NULL,NULL,Jim Larranaga (17-16),miami-fl,miami-fl,1274,1274,2013,1000582,miami-fl,36,7225,895,1968,0,641,1267,1,254,701,0,465,680,1,357,822,1179,408,223,159,377,525,2509,70,1274,2013
7,2013,ACC,17,16,1,7,11,0,8,6,62,60,NULL,NULL,NULL,NULL,NULL,Jim Larranaga (17-16),miami-fl,miami-fl,1274,1274,2013,1000624,miami-fl,36,7225,895,1968,0,641,1267,1,254,701,0,465,680,1,357,822,1179,408,223,159,377,525,2509,70,1274,2013
7,2013,ACC,17,16,1,7,11,0,8,6,62,60,NULL,NULL,NULL,NULL,NULL,Jim Larranaga (17-16),miami-fl,miami-fl,1274,1274,2013,1000629,miami-fl,36,7225,895,1968,0,641,1267,1,254,701,0,465,680,1,357,822,1179,408,223,159,377,525,2509,70,1274,2013
6,2014,ACC,25,13,1,10,8,1,12,7,68,63,NULL,15,NULL,NULL,NULL,Jim Larranaga (25-13),miami-fl,miami-fl,1274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,2015,ACC,27,8,1,13,5,1,19,11,75,67,NULL,7,10,Lost Regional Semifinal,3,Jim Larranaga (27-8),miami-fl,miami-fl,1274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,2016,ACC,21,12,1,10,8,1,14,10,69,64,NULL,25,NULL,Lost First Round,8,Jim Larranaga (21-12),miami-fl,miami-fl,1274,1274,2016,1000952,miami-fl,35,7025,907,1895,0,666,1252,1,241,643,0,578,772,1,330,877,1207,438,215,127,383,581,2633,75,1274,2016
4,2016,ACC,21,12,1,10,8,1,14,10,69,64,NULL,25,NULL,Lost First Round,8,Jim Larranaga (21-12),miami-fl,miami-fl,1274,1274,2016,1001008,miami-fl,35,7025,907,1895,0,666,1252,1,241,643,0,578,772,1,330,877,1207,438,215,127,383,581,2633,75,1274,2016
4,2016,ACC,21,12,1,10,8,1,14,10,69,64,NULL,25,NULL,Lost First Round,8,Jim Larranaga (21-12),miami-fl,miami-fl,1274,1274,2016,1001037,miami-fl,35,7025,907,1895,0,666,1252,1,241,643,0,578,772,1,330,877,1207,438,215,127,383,581,2633,75,1274,2016
4,2016,ACC,21,12,1,10,8,1,14,10,69,64,NULL,25,NULL,Lost First Round,8,Jim Larranaga (21-12),miami-fl,miami-fl,1274,1274,2016,1000952,miami-fl,35,7025,907,1895,0,666,1252,1,241,643,0,578,772,1,330,877,1207,438,215,127,383,581,2633,75,1274,2016
4,2016,ACC,21,12,1,10,8,1,14,10,69,64,NULL,25,NULL,Lost First Round,8,Jim Larranaga (21-12),miami-fl,miami-fl,1274,1274,2016,1001008,miami-fl,35,7025,907,1895,0,666,1252,1,241,643,0,578,772,1,330,877,1207,438,215,127,383,581,2633,75,1274,2016
4,2016,ACC,21,12,1,10,8,1,14,10,69,64,NULL,25,NULL,Lost First Round,8,Jim Larranaga (21-12),miami-fl,miami-fl,1274,1274,2016,1001037,miami-fl,35,7025,907,1895,0,666,1252,1,241,643,0,578,772,1,330,877,1207,438,215,127,383,581,2633,75,1274,2016
3,2017,ACC,22,10,1,11,7,1,13,7,74,68,13,6,22,Lost First Round,6,Jim Larranaga (22-10),miami-fl,miami-fl,1274,1274,2017,1001117,miami-fl,33,6625,813,1800,0,604,1213,0,209,587,0,443,617,1,363,813,1176,389,213,125,417,513,2278,69,1274,2017
3,2017,ACC,22,10,1,11,7,1,13,7,74,68,13,6,22,Lost First Round,6,Jim Larranaga (22-10),miami-fl,miami-fl,1274,1274,2017,1001117,miami-fl,33,6625,813,1800,0,604,1213,0,209,587,0,443,617,1,363,813,1176,389,213,125,417,513,2278,69,1274,2017
2,2018,ACC,14,18,0,5,13,0,9,9,72,71,NULL,NULL,NULL,NULL,NULL,Jim Larranaga (14-18),miami-fl,miami-fl,1274,1274,2018,1001206,miami-fl,32,6450,875,1881,0,628,1203,1,247,678,0,362,547,1,318,795,1113,424,210,130,367,518,2361,74,1274,2018
2,2018,ACC,14,18,0,5,13,0,9,9,72,71,NULL,NULL,NULL,NULL,NULL,Jim Larranaga (14-18),miami-fl,miami-fl,1274,1274,2018,1001206,miami-fl,32,6450,875,1881,0,628,1203,1,247,678,0,362,547,1,318,795,1113,424,210,130,367,518,2361,74,1274,2018
1,2019,ACC,14,12,1,6,10,0,7,8,73,75,NULL,NULL,NULL,NULL,NULL,Jim Larranaga (14-12),miami-fl,miami-fl,1274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,2008,Big Ten,21,14,1,9,9,1,12,10,67,63,NULL,23,NULL,Lost Second Round,10,John Beilein (21-14),michigan,michigan,1276,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,2009,Big Ten,15,17,0,7,11,0,10,9,64,62,15,15,NULL,NULL,NULL,John Beilein (15-17),michigan,michigan,1276,1276,2009,1000014,michigan,35,7100,812,1910,0,507,998,1,305,912,0,412,544,1,336,751,1087,542,223,92,402,535,2341,67,1276,2009
11,2009,Big Ten,15,17,0,7,11,0,10,9,64,62,15,15,NULL,NULL,NULL,John Beilein (15-17),michigan,michigan,1276,1276,2009,1000077,michigan,35,7100,812,1910,0,507,998,1,305,912,0,412,544,1,336,751,1087,542,223,92,402,535,2341,67,1276,2009
11,2009,Big Ten,15,17,0,7,11,0,10,9,64,62,15,15,NULL,NULL,NULL,John Beilein (15-17),michigan,michigan,1276,1276,2009,1000014,michigan,35,7100,812,1910,0,507,998,1,305,912,0,412,544,1,336,751,1087,542,223,92,402,535,2341,67,1276,2009
11,2009,Big Ten,15,17,0,7,11,0,10,9,64,62,15,15,NULL,NULL,NULL,John Beilein (15-17),michigan,michigan,1276,1276,2009,1000077,michigan,35,7100,812,1910,0,507,998,1,305,912,0,412,544,1,336,751,1087,542,223,92,402,535,2341,67,1276,2009
10,2010,Big Ten,21,14,1,9,9,1,14,11,67,63,NULL,NULL,NULL,Lost Third Round,8,John Beilein (21-14),michigan,michigan,1276,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,2011,Big Ten,24,10,1,13,5,1,13,9,66,62,18,10,13,Lost Second Round,4,John Beilein (24-10),michigan,michigan,1276,1276,2011,1000310,michigan,35,7050,847,1889,0,564,1085,1,283,804,0,351,502,1,289,826,1115,480,168,69,351,587,2328,67,1276,2011
9,2011,Big Ten,24,10,1,13,5,1,13,9,66,62,18,10,13,Lost Second Round,4,John Beilein (24-10),michigan,michigan,1276,1276,2011,1000347,michigan,35,7050,847,1889,0,564,1085,1,283,804,0,351,502,1,289,826,1115,480,168,69,351,587,2328,67,1276,2011
9,2011,Big Ten,24,10,1,13,5,1,13,9,66,62,18,10,13,Lost Second Round,4,John Beilein (24-10),michigan,michigan,1276,1276,2011,1000310,michigan,35,7050,847,1889,0,564,1085,1,283,804,0,351,502,1,289,826,1115,480,168,69,351,587,2328,67,1276,2011
9,2011,Big Ten,24,10,1,13,5,1,13,9,66,62,18,10,13,Lost Second Round,4,John Beilein (24-10),michigan,michigan,1276,1276,2011,1000347,michigan,35,7050,847,1889,0,564,1085,1,283,804,0,351,502,1,289,826,1115,480,168,69,351,587,2328,67,1276,2011
8,2012,Big Ten,31,8,1,12,6,1,21,10,75,63,5,1,10,Lost National Final,4,John Beilein (31-8),michigan,michigan,1276,1276,2012,1000453,michigan,34,6875,808,1777,0,532,989,1,276,788,0,363,503,1,291,676,967,431,168,72,370,530,2255,66,1276,2012
8,2012,Big Ten,31,8,1,12,6,1,21,10,75,63,5,1,10,Lost National Final,4,John Beilein (31-8),michigan,michigan,1276,1276,2012,1000453,michigan,34,6875,808,1777,0,532,989,1,276,788,0,363,503,1,291,676,967,431,168,72,370,530,2255,66,1276,2012
7,2013,Big Ten,28,9,1,15,3,1,19,10,74,65,7,7,7,Lost Regional Final,2,John Beilein (28-9),michigan,michigan,1276,1276,2013,1000550,michigan,39,7876,1093,2260,0,797,1491,1,296,769,0,450,642,1,416,830,1246,565,239,108,368,496,2932,75,1276,2013
7,2013,Big Ten,28,9,1,15,3,1,19,10,74,65,7,7,7,Lost Regional Final,2,John Beilein (28-9),michigan,michigan,1276,1276,2013,1000602,michigan,39,7876,1093,2260,0,797,1491,1,296,769,0,450,642,1,416,830,1246,565,239,108,368,496,2932,75,1276,2013
7,2013,Big Ten,28,9,1,15,3,1,19,10,74,65,7,7,7,Lost Regional Final,2,John Beilein (28-9),michigan,michigan,1276,1276,2013,1000642,michigan,39,7876,1093,2260,0,797,1491,1,296,769,0,450,642,1,416,830,1246,565,239,108,368,496,2932,75,1276,2013
7,2013,Big Ten,28,9,1,15,3,1,19,10,74,65,7,7,7,Lost Regional Final,2,John Beilein (28-9),michigan,michigan,1276,1276,2013,1000550,michigan,39,7876,1093,2260,0,797,1491,1,296,769,0,450,642,1,416,830,1246,565,239,108,368,496,2932,75,1276,2013
7,2013,Big Ten,28,9,1,15,3,1,19,10,74,65,7,7,7,Lost Regional Final,2,John Beilein (28-9),michigan,michigan,1276,1276,2013,1000602,michigan,39,7876,1093,2260,0,797,1491,1,296,769,0,450,642,1,416,830,1246,565,239,108,368,496,2932,75,1276,2013
7,2013,Big Ten,28,9,1,15,3,1,19,10,74,65,7,7,7,Lost Regional Final,2,John Beilein (28-9),michigan,michigan,1276,1276,2013,1000642,michigan,39,7876,1093,2260,0,797,1491,1,296,769,0,450,642,1,416,830,1246,565,239,108,368,496,2932,75,1276,2013
7,2013,Big Ten,28,9,1,15,3,1,19,10,74,65,7,7,7,Lost Regional Final,2,John Beilein (28-9),michigan,michigan,1276,1276,2013,1000650,michigan,39,7876,1093,2260,0,797,1491,1,296,769,0,450,642,1,416,830,1246,565,239,108,368,496,2932,75,1276,2013
7,2013,Big Ten,28,9,1,15,3,1,19,10,74,65,7,7,7,Lost Regional Final,2,John Beilein (28-9),michigan,michigan,1276,1276,2013,1000654,michigan,39,7876,1093,2260,0,797,1491,1,296,769,0,450,642,1,416,830,1246,565,239,108,368,496,2932,75,1276,2013
7,2013,Big Ten,28,9,1,15,3,1,19,10,74,65,7,7,7,Lost Regional Final,2,John Beilein (28-9),michigan,michigan,1276,1276,2013,1000657,michigan,39,7876,1093,2260,0,797,1491,1,296,769,0,450,642,1,416,830,1246,565,239,108,368,496,2932,75,1276,2013
7,2013,Big Ten,28,9,1,15,3,1,19,10,74,65,7,7,7,Lost Regional Final,2,John Beilein (28-9),michigan,michigan,1276,1276,2013,1000650,michigan,39,7876,1093,2260,0,797,1491,1,296,769,0,450,642,1,416,830,1246,565,239,108,368,496,2932,75,1276,2013
7,2013,Big Ten,28,9,1,15,3,1,19,10,74,65,7,7,7,Lost Regional Final,2,John Beilein (28-9),michigan,michigan,1276,1276,2013,1000654,michigan,39,7876,1093,2260,0,797,1491,1,296,769,0,450,642,1,416,830,1246,565,239,108,368,496,2932,75,1276,2013
7,2013,Big Ten,28,9,1,15,3,1,19,10,74,65,7,7,7,Lost Regional Final,2,John Beilein (28-9),michigan,michigan,1276,1276,2013,1000657,michigan,39,7876,1093,2260,0,797,1491,1,296,769,0,450,642,1,416,830,1246,565,239,108,368,496,2932,75,1276,2013
6,2014,Big Ten,16,16,1,8,10,0,10,10,65,64,24,17,NULL,NULL,NULL,John Beilein (16-16),michigan,michigan,1276,1276,2014,1000676,michigan,37,7450,945,1982,0,626,1188,1,319,794,0,527,691,1,316,844,1160,525,191,88,336,527,2736,74,1276,2014
6,2014,Big Ten,16,16,1,8,10,0,10,10,65,64,24,17,NULL,NULL,NULL,John Beilein (16-16),michigan,michigan,1276,1276,2014,1000738,michigan,37,7450,945,1982,0,626,1188,1,319,794,0,527,691,1,316,844,1160,525,191,88,336,527,2736,74,1276,2014
6,2014,Big Ten,16,16,1,8,10,0,10,10,65,64,24,17,NULL,NULL,NULL,John Beilein (16-16),michigan,michigan,1276,1276,2014,1000774,michigan,37,7450,945,1982,0,626,1188,1,319,794,0,527,691,1,316,844,1160,525,191,88,336,527,2736,74,1276,2014
6,2014,Big Ten,16,16,1,8,10,0,10,10,65,64,24,17,NULL,NULL,NULL,John Beilein (16-16),michigan,michigan,1276,1276,2014,1000785,michigan,37,7450,945,1982,0,626,1188,1,319,794,0,527,691,1,316,844,1160,525,191,88,336,527,2736,74,1276,2014
6,2014,Big Ten,16,16,1,8,10,0,10,10,65,64,24,17,NULL,NULL,NULL,John Beilein (16-16),michigan,michigan,1276,1276,2014,1000676,michigan,37,7450,945,1982,0,626,1188,1,319,794,0,527,691,1,316,844,1160,525,191,88,336,527,2736,74,1276,2014
6,2014,Big Ten,16,16,1,8,10,0,10,10,65,64,24,17,NULL,NULL,NULL,John Beilein (16-16),michigan,michigan,1276,1276,2014,1000738,michigan,37,7450,945,1982,0,626,1188,1,319,794,0,527,691,1,316,844,1160,525,191,88,336,527,2736,74,1276,2014
6,2014,Big Ten,16,16,1,8,10,0,10,10,65,64,24,17,NULL,NULL,NULL,John Beilein (16-16),michigan,michigan,1276,1276,2014,1000774,michigan,37,7450,945,1982,0,626,1188,1,319,794,0,527,691,1,316,844,1160,525,191,88,336,527,2736,74,1276,2014
6,2014,Big Ten,16,16,1,8,10,0,10,10,65,64,24,17,NULL,NULL,NULL,John Beilein (16-16),michigan,michigan,1276,1276,2014,1000785,michigan,37,7450,945,1982,0,626,1188,1,319,794,0,527,691,1,316,844,1160,525,191,88,336,527,2736,74,1276,2014
5,2015,Big Ten,23,13,1,10,8,1,14,8,74,67,25,24,NULL,Lost First Round,11,John Beilein (23-13),michigan,michigan,1276,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,2016,Big Ten,26,12,1,10,8,1,19,10,75,66,NULL,23,23,Lost Regional Semifinal,7,John Beilein (26-12),michigan,michigan,1276,1276,2016,1000932,michigan,36,7225,947,2048,0,605,1147,1,342,901,0,420,569,1,290,862,1152,537,203,81,348,558,2656,74,1276,2016
4,2016,Big Ten,26,12,1,10,8,1,19,10,75,66,NULL,23,23,Lost Regional Semifinal,7,John Beilein (26-12),michigan,michigan,1276,1276,2016,1000977,michigan,36,7225,947,2048,0,605,1147,1,342,901,0,420,569,1,290,862,1152,537,203,81,348,558,2656,74,1276,2016
4,2016,Big Ten,26,12,1,10,8,1,19,10,75,66,NULL,23,23,Lost Regional Semifinal,7,John Beilein (26-12),michigan,michigan,1276,1276,2016,1000932,michigan,36,7225,947,2048,0,605,1147,1,342,901,0,420,569,1,290,862,1152,537,203,81,348,558,2656,74,1276,2016
4,2016,Big Ten,26,12,1,10,8,1,19,10,75,66,NULL,23,23,Lost Regional Semifinal,7,John Beilein (26-12),michigan,michigan,1276,1276,2016,1000977,michigan,36,7225,947,2048,0,605,1147,1,342,901,0,420,569,1,290,862,1152,537,203,81,348,558,2656,74,1276,2016
3,2017,Big Ten,33,8,1,13,5,1,19,9,74,63,NULL,7,7,Lost National Final,3,John Beilein (33-8),michigan,michigan,1276,1276,2017,1001114,michigan,38,7675,1002,2076,0,641,1139,1,361,937,0,486,624,1,280,831,1111,527,220,108,348,571,2851,75,1276,2017
3,2017,Big Ten,33,8,1,13,5,1,19,9,74,63,NULL,7,7,Lost National Final,3,John Beilein (33-8),michigan,michigan,1276,1276,2017,1001152,michigan,38,7675,1002,2076,0,641,1139,1,361,937,0,486,624,1,280,831,1111,527,220,108,348,571,2851,75,1276,2017
3,2017,Big Ten,33,8,1,13,5,1,19,9,74,63,NULL,7,7,Lost National Final,3,John Beilein (33-8),michigan,michigan,1276,1276,2017,1001165,michigan,38,7675,1002,2076,0,641,1139,1,361,937,0,486,624,1,280,831,1111,527,220,108,348,571,2851,75,1276,2017
3,2017,Big Ten,33,8,1,13,5,1,19,9,74,63,NULL,7,7,Lost National Final,3,John Beilein (33-8),michigan,michigan,1276,1276,2017,1001114,michigan,38,7675,1002,2076,0,641,1139,1,361,937,0,486,624,1,280,831,1111,527,220,108,348,571,2851,75,1276,2017
3,2017,Big Ten,33,8,1,13,5,1,19,9,74,63,NULL,7,7,Lost National Final,3,John Beilein (33-8),michigan,michigan,1276,1276,2017,1001152,michigan,38,7675,1002,2076,0,641,1139,1,361,937,0,486,624,1,280,831,1111,527,220,108,348,571,2851,75,1276,2017
3,2017,Big Ten,33,8,1,13,5,1,19,9,74,63,NULL,7,7,Lost National Final,3,John Beilein (33-8),michigan,michigan,1276,1276,2017,1001165,michigan,38,7675,1002,2076,0,641,1139,1,361,937,0,486,624,1,280,831,1111,527,220,108,348,571,2851,75,1276,2017
2,2018,Big Ten,30,7,1,15,5,1,22,11,70,58,19,2,8,Lost Regional Semifinal,2,John Beilein (30-7),michigan,michigan,1276,1276,2018,1001207,michigan,41,8275,1092,2335,0,731,1324,1,361,1011,0,474,717,1,345,1022,1367,585,261,126,379,643,3019,74,1276,2018
2,2018,Big Ten,30,7,1,15,5,1,22,11,70,58,19,2,8,Lost Regional Semifinal,2,John Beilein (30-7),michigan,michigan,1276,1276,2018,1001248,michigan,41,8275,1092,2335,0,731,1324,1,361,1011,0,474,717,1,345,1022,1367,585,261,126,379,643,3019,74,1276,2018
2,2018,Big Ten,30,7,1,15,5,1,22,11,70,58,19,2,8,Lost Regional Semifinal,2,John Beilein (30-7),michigan,michigan,1276,1276,2018,1001272,michigan,41,8275,1092,2335,0,731,1324,1,361,1011,0,474,717,1,345,1022,1367,585,261,126,379,643,3019,74,1276,2018
2,2018,Big Ten,30,7,1,15,5,1,22,11,70,58,19,2,8,Lost Regional Semifinal,2,John Beilein (30-7),michigan,michigan,1276,1276,2018,1001275,michigan,41,8275,1092,2335,0,731,1324,1,361,1011,0,474,717,1,345,1022,1367,585,261,126,379,643,3019,74,1276,2018
2,2018,Big Ten,30,7,1,15,5,1,22,11,70,58,19,2,8,Lost Regional Semifinal,2,John Beilein (30-7),michigan,michigan,1276,1276,2018,1001207,michigan,41,8275,1092,2335,0,731,1324,1,361,1011,0,474,717,1,345,1022,1367,585,261,126,379,643,3019,74,1276,2018
2,2018,Big Ten,30,7,1,15,5,1,22,11,70,58,19,2,8,Lost Regional Semifinal,2,John Beilein (30-7),michigan,michigan,1276,1276,2018,1001248,michigan,41,8275,1092,2335,0,731,1324,1,361,1011,0,474,717,1,345,1022,1367,585,261,126,379,643,3019,74,1276,2018
2,2018,Big Ten,30,7,1,15,5,1,22,11,70,58,19,2,8,Lost Regional Semifinal,2,John Beilein (30-7),michigan,michigan,1276,1276,2018,1001262,michigan,41,8275,1092,2335,0,731,1324,1,361,1011,0,474,717,1,345,1022,1367,585,261,126,379,643,3019,74,1276,2018
2,2018,Big Ten,30,7,1,15,5,1,22,11,70,58,19,2,8,Lost Regional Semifinal,2,John Beilein (30-7),michigan,michigan,1276,1276,2018,1001269,michigan,41,8275,1092,2335,0,731,1324,1,361,1011,0,474,717,1,345,1022,1367,585,261,126,379,643,3019,74,1276,2018
2,2018,Big Ten,30,7,1,15,5,1,22,11,70,58,19,2,8,Lost Regional Semifinal,2,John Beilein (30-7),michigan,michigan,1276,1276,2018,1001262,michigan,41,8275,1092,2335,0,731,1324,1,361,1011,0,474,717,1,345,1022,1367,585,261,126,379,643,3019,74,1276,2018
2,2018,Big Ten,30,7,1,15,5,1,22,11,70,58,19,2,8,Lost Regional Semifinal,2,John Beilein (30-7),michigan,michigan,1276,1276,2018,1001269,michigan,41,8275,1092,2335,0,731,1324,1,361,1011,0,474,717,1,345,1022,1367,585,261,126,379,643,3019,74,1276,2018
2,2018,Big Ten,30,7,1,15,5,1,22,11,70,58,19,2,8,Lost Regional Semifinal,2,John Beilein (30-7),michigan,michigan,1276,1276,2018,1001272,michigan,41,8275,1092,2335,0,731,1324,1,361,1011,0,474,717,1,345,1022,1367,585,261,126,379,643,3019,74,1276,2018
2,2018,Big Ten,30,7,1,15,5,1,22,11,70,58,19,2,8,Lost Regional Semifinal,2,John Beilein (30-7),michigan,michigan,1276,1276,2018,1001275,michigan,41,8275,1092,2335,0,731,1324,1,361,1011,0,474,717,1,345,1022,1367,585,261,126,379,643,3019,74,1276,2018
1,2019,Big Ten,18,9,1,9,7,1,19,11,75,67,NULL,4,NULL,NULL,NULL,Juwan Howard (18-9),michigan,michigan,1276,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,2008,Big Ten,31,7,1,15,3,1,18,9,72,64,6,5,8,Lost National Final,2,Tom Izzo (31-7),michigan-state,michigan-state,1277,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,2009,Big Ten,28,9,1,14,4,1,15,8,72,64,2,2,13,Lost National Semifinal,5,Tom Izzo (28-9),michigan-state,michigan-state,1277,1277,2009,1000048,michigan-state,38,7600,962,2135,0,761,1568,0,201,567,0,612,877,1,533,949,1482,611,248,107,532,734,2737,72,1277,2009
11,2009,Big Ten,28,9,1,14,4,1,15,8,72,64,2,2,13,Lost National Semifinal,5,Tom Izzo (28-9),michigan-state,michigan-state,1277,1277,2009,1000088,michigan-state,38,7600,962,2135,0,761,1568,0,201,567,0,612,877,1,533,949,1482,611,248,107,532,734,2737,72,1277,2009
