Rk,Season,Conf,W,L,WLPercent,W2,L2,WL2Percent,SRS,SOS,PTS,PTS2,AP_Pre,AP_High,AP_Final,NCAA_Tour,Seed,Coaching,Team,SrNames,TeamID,schoolid,yearid,id,Team,G,MP,FG,FGA,FG_Percent,TwoP,TwoPA,TwoP_Percent,ThreeP,ThreePA,ThreeP_Percent,FT,FTA,FT_Percent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTSperG,Team_ID,Dates
2,2018,Big Sky,16,18,0,12,8,1,-7,-4,72,74,NULL,NULL,NULL,NULL,NULL,Shantay Legans (16-18),eastern-washington,eastern-washington,1186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,2019,Big Sky,19,8,1,12,4,1,1,-2,81,74,NULL,NULL,NULL,NULL,NULL,Shantay Legans (19-8),eastern-washington,eastern-washington,1186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,2008,A-Sun,23,11,1,14,6,1,3,-2,78,70,NULL,NULL,NULL,Lost First Round,16,Murry Bartow (23-11),east-tennessee-state,east-tennessee-state,1190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,2009,A-Sun,20,15,1,13,7,1,-1,-1,69,68,NULL,NULL,NULL,Lost First Round,16,Murry Bartow (20-15),east-tennessee-state,east-tennessee-state,1190,1190,2009,1000055,east-tennessee-state,34,NULL,944,2044,0,749,1454,1,195,590,0,574,810,1,395,895,1290,429,287,131,477,622,2657,78,1190,2009
11,2009,A-Sun,20,15,1,13,7,1,-1,-1,69,68,NULL,NULL,NULL,Lost First Round,16,Murry Bartow (20-15),east-tennessee-state,east-tennessee-state,1190,1190,2009,1000055,east-tennessee-state,34,NULL,944,2044,0,749,1454,1,195,590,0,574,810,1,395,895,1290,429,287,131,477,622,2657,78,1190,2009
10,2010,A-Sun,24,12,1,16,4,1,2,-2,70,64,NULL,NULL,NULL,NULL,NULL,Murry Bartow (24-12),east-tennessee-state,east-tennessee-state,1190,1190,2010,1000141,east-tennessee-state,35,7025,855,1978,0,678,1403,0,177,575,0,537,815,1,445,832,1277,382,293,112,519,673,2424,69,1190,2010
10,2010,A-Sun,24,12,1,16,4,1,2,-2,70,64,NULL,NULL,NULL,NULL,NULL,Murry Bartow (24-12),east-tennessee-state,east-tennessee-state,1190,1190,2010,1000141,east-tennessee-state,35,7025,855,1978,0,678,1403,0,177,575,0,537,815,1,445,832,1277,382,293,112,519,673,2424,69,1190,2010
9,2011,A-Sun,17,14,1,10,8,1,0,-2,68,65,NULL,NULL,NULL,NULL,NULL,Murry Bartow (17-14),east-tennessee-state,east-tennessee-state,1190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,2012,A-Sun,10,22,0,8,10,0,-13,-2,62,71,NULL,NULL,NULL,NULL,NULL,Murry Bartow (10-22),east-tennessee-state,east-tennessee-state,1190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,2013,A-Sun,19,16,1,10,8,1,-6,-6,77,76,NULL,NULL,NULL,NULL,NULL,Murry Bartow (19-16),east-tennessee-state,east-tennessee-state,1190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,2014,Southern,16,14,1,8,10,0,-5,-4,73,71,NULL,NULL,NULL,NULL,NULL,Murry Bartow (16-14),east-tennessee-state,east-tennessee-state,1190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,2015,Southern,24,12,1,14,4,1,-1,-2,78,75,NULL,NULL,NULL,NULL,NULL,Steve Forbes (24-12),east-tennessee-state,east-tennessee-state,1190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,2016,Southern,27,8,1,14,4,1,7,-2,80,70,NULL,NULL,NULL,Lost First Round,13,Steve Forbes (27-8),east-tennessee-state,east-tennessee-state,1190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,2017,Southern,25,9,1,14,4,1,4,-4,75,66,NULL,NULL,NULL,NULL,NULL,Steve Forbes (25-9),east-tennessee-state,east-tennessee-state,1190,1190,2017,1001073,east-tennessee-state,35,7075,960,1967,0,695,1274,1,265,693,0,597,850,1,357,912,1269,516,293,162,519,698,2782,80,1190,2017
3,2017,Southern,25,9,1,14,4,1,4,-4,75,66,NULL,NULL,NULL,NULL,NULL,Steve Forbes (25-9),east-tennessee-state,east-tennessee-state,1190,1190,2017,1001073,east-tennessee-state,35,7075,960,1967,0,695,1274,1,265,693,0,597,850,1,357,912,1269,516,293,162,519,698,2782,80,1190,2017
2,2018,Southern,24,10,1,13,5,1,5,-2,80,70,NULL,NULL,NULL,NULL,NULL,Steve Forbes (24-10),east-tennessee-state,east-tennessee-state,1190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,2019,Southern,25,4,1,14,2,1,7,-2,77,63,NULL,NULL,NULL,NULL,NULL,Steve Forbes (25-4),east-tennessee-state,east-tennessee-state,1190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,2008,NEC,7,23,0,6,12,0,-18,-5,64,76,NULL,NULL,NULL,NULL,NULL,Tom Green (7-23),fairleigh-dickinson,fairleigh-dickinson,1192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,2009,NEC,11,21,0,10,8,1,-16,-6,63,71,NULL,NULL,NULL,NULL,NULL,Greg Vetrone (11-21),fairleigh-dickinson,fairleigh-dickinson,1192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,2010,NEC,5,24,0,3,15,0,-13,-5,64,73,NULL,NULL,NULL,NULL,NULL,Greg Vetrone (5-24),fairleigh-dickinson,fairleigh-dickinson,1192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,2011,NEC,3,26,0,2,16,0,-17,-5,61,73,NULL,NULL,NULL,NULL,NULL,Greg Vetrone (3-26),fairleigh-dickinson,fairleigh-dickinson,1192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,2012,NEC,7,24,0,2,16,0,-18,-5,66,79,NULL,NULL,NULL,NULL,NULL,Greg Vetrone (7-24),fairleigh-dickinson,fairleigh-dickinson,1192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,2013,NEC,10,21,0,6,10,0,-11,-4,70,76,NULL,NULL,NULL,NULL,NULL,Greg Herenda (10-21),fairleigh-dickinson,fairleigh-dickinson,1192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,2014,NEC,8,21,0,3,15,0,-12,-5,67,73,NULL,NULL,NULL,NULL,NULL,Greg Herenda (8-21),fairleigh-dickinson,fairleigh-dickinson,1192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,2015,NEC,18,15,1,11,7,1,-11,-8,78,79,NULL,NULL,NULL,Lost First Four,16,Greg Herenda (18-15),fairleigh-dickinson,fairleigh-dickinson,1192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,2016,NEC,11,19,0,9,9,1,-9,-5,73,75,NULL,NULL,NULL,NULL,NULL,Greg Herenda (11-19),fairleigh-dickinson,fairleigh-dickinson,1192,1192,2016,1000927,fairleigh-dickinson,33,6675,929,2029,0,691,1372,1,238,657,0,462,663,1,348,760,1108,472,250,87,423,720,2558,78,1192,2016
4,2016,NEC,11,19,0,9,9,1,-9,-5,73,75,NULL,NULL,NULL,NULL,NULL,Greg Herenda (11-19),fairleigh-dickinson,fairleigh-dickinson,1192,1192,2016,1000927,fairleigh-dickinson,33,6675,929,2029,0,691,1372,1,238,657,0,462,663,1,348,760,1108,472,250,87,423,720,2558,78,1192,2016
3,2017,NEC,13,18,0,9,9,1,-10,-6,75,76,NULL,NULL,NULL,NULL,NULL,Greg Herenda (13-18),fairleigh-dickinson,fairleigh-dickinson,1192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,2018,NEC,21,14,1,12,6,1,-6,-7,75,72,NULL,NULL,NULL,Lost First Round,16,Greg Herenda (21-14),fairleigh-dickinson,fairleigh-dickinson,1192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,2019,NEC,8,18,0,6,9,0,-11,-6,72,75,NULL,NULL,NULL,NULL,NULL,Greg Herenda (8-18),fairleigh-dickinson,fairleigh-dickinson,1192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,2008,A-Sun,11,20,0,7,13,0,NULL,NULL,65,72,NULL,NULL,NULL,NULL,NULL,Dave Balza (11-20),florida-gulf-coast,florida-gulf-coast,1195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,2009,A-Sun,8,21,0,5,15,0,NULL,NULL,65,72,NULL,NULL,NULL,NULL,NULL,Dave Balza (8-21),florida-gulf-coast,florida-gulf-coast,1195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,2010,A-Sun,10,20,0,7,13,0,-10,-3,66,73,NULL,NULL,NULL,NULL,NULL,Dave Balza (10-20),florida-gulf-coast,florida-gulf-coast,1195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,2011,A-Sun,15,17,0,8,10,0,-2,-2,72,72,NULL,NULL,NULL,NULL,NULL,Andy Enfield (15-17),florida-gulf-coast,florida-gulf-coast,1195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,2012,A-Sun,26,11,1,13,5,1,3,-2,73,67,NULL,NULL,NULL,Lost Regional Semifinal,15,Andy Enfield (26-11),florida-gulf-coast,florida-gulf-coast,1195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,2013,A-Sun,22,13,1,14,4,1,-2,-6,72,67,NULL,NULL,NULL,NULL,NULL,Joe Dooley (22-13),florida-gulf-coast,florida-gulf-coast,1195,1195,2013,1000568,florida-gulf-coast,37,7475,976,2112,0,729,1390,1,247,722,0,497,736,1,412,814,1226,523,331,139,545,649,2696,73,1195,2013
7,2013,A-Sun,22,13,1,14,4,1,-2,-6,72,67,NULL,NULL,NULL,NULL,NULL,Joe Dooley (22-13),florida-gulf-coast,florida-gulf-coast,1195,1195,2013,1000614,florida-gulf-coast,37,7475,976,2112,0,729,1390,1,247,722,0,497,736,1,412,814,1226,523,331,139,545,649,2696,73,1195,2013
7,2013,A-Sun,22,13,1,14,4,1,-2,-6,72,67,NULL,NULL,NULL,NULL,NULL,Joe Dooley (22-13),florida-gulf-coast,florida-gulf-coast,1195,1195,2013,1000639,florida-gulf-coast,37,7475,976,2112,0,729,1390,1,247,722,0,497,736,1,412,814,1226,523,331,139,545,649,2696,73,1195,2013
7,2013,A-Sun,22,13,1,14,4,1,-2,-6,72,67,NULL,NULL,NULL,NULL,NULL,Joe Dooley (22-13),florida-gulf-coast,florida-gulf-coast,1195,1195,2013,1000568,florida-gulf-coast,37,7475,976,2112,0,729,1390,1,247,722,0,497,736,1,412,814,1226,523,331,139,545,649,2696,73,1195,2013
7,2013,A-Sun,22,13,1,14,4,1,-2,-6,72,67,NULL,NULL,NULL,NULL,NULL,Joe Dooley (22-13),florida-gulf-coast,florida-gulf-coast,1195,1195,2013,1000614,florida-gulf-coast,37,7475,976,2112,0,729,1390,1,247,722,0,497,736,1,412,814,1226,523,331,139,545,649,2696,73,1195,2013
7,2013,A-Sun,22,13,1,14,4,1,-2,-6,72,67,NULL,NULL,NULL,NULL,NULL,Joe Dooley (22-13),florida-gulf-coast,florida-gulf-coast,1195,1195,2013,1000639,florida-gulf-coast,37,7475,976,2112,0,729,1390,1,247,722,0,497,736,1,412,814,1226,523,331,139,545,649,2696,73,1195,2013
6,2014,A-Sun,22,11,1,11,3,1,-2,-5,67,63,NULL,NULL,NULL,NULL,NULL,Joe Dooley (22-11),florida-gulf-coast,florida-gulf-coast,1195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,2015,A-Sun,21,14,1,8,6,1,-1,-4,77,71,NULL,NULL,NULL,Lost First Round,16,Joe Dooley (21-14),florida-gulf-coast,florida-gulf-coast,1195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,2016,A-Sun,26,8,1,12,2,1,2,-3,79,69,NULL,NULL,NULL,Lost First Round,14,Joe Dooley (26-8),florida-gulf-coast,florida-gulf-coast,1195,1195,2016,1000926,florida-gulf-coast,35,7175,1008,2106,0,822,1579,1,186,527,0,501,778,1,417,1005,1422,483,230,141,438,674,2703,77,1195,2016
4,2016,A-Sun,26,8,1,12,2,1,2,-3,79,69,NULL,NULL,NULL,Lost First Round,14,Joe Dooley (26-8),florida-gulf-coast,florida-gulf-coast,1195,1195,2016,1000955,florida-gulf-coast,35,7175,1008,2106,0,822,1579,1,186,527,0,501,778,1,417,1005,1422,483,230,141,438,674,2703,77,1195,2016
4,2016,A-Sun,26,8,1,12,2,1,2,-3,79,69,NULL,NULL,NULL,Lost First Round,14,Joe Dooley (26-8),florida-gulf-coast,florida-gulf-coast,1195,1195,2016,1000926,florida-gulf-coast,35,7175,1008,2106,0,822,1579,1,186,527,0,501,778,1,417,1005,1422,483,230,141,438,674,2703,77,1195,2016
4,2016,A-Sun,26,8,1,12,2,1,2,-3,79,69,NULL,NULL,NULL,Lost First Round,14,Joe Dooley (26-8),florida-gulf-coast,florida-gulf-coast,1195,1195,2016,1000955,florida-gulf-coast,35,7175,1008,2106,0,822,1579,1,186,527,0,501,778,1,417,1005,1422,483,230,141,438,674,2703,77,1195,2016
3,2017,A-Sun,23,12,1,12,2,1,2,-5,81,72,NULL,NULL,NULL,NULL,NULL,Joe Dooley (23-12),florida-gulf-coast,florida-gulf-coast,1195,1195,2017,1001075,florida-gulf-coast,34,6850,1007,2017,0,786,1381,1,221,636,0,466,664,1,379,890,1269,527,207,116,421,635,2701,79,1195,2017
3,2017,A-Sun,23,12,1,12,2,1,2,-5,81,72,NULL,NULL,NULL,NULL,NULL,Joe Dooley (23-12),florida-gulf-coast,florida-gulf-coast,1195,1195,2017,1001075,florida-gulf-coast,34,6850,1007,2017,0,786,1381,1,221,636,0,466,664,1,379,890,1269,527,207,116,421,635,2701,79,1195,2017
2,2018,A-Sun,14,18,0,9,7,1,-5,-1,71,74,NULL,NULL,NULL,NULL,NULL,Michael Fly (14-18),florida-gulf-coast,florida-gulf-coast,1195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,2019,A-Sun,9,20,0,6,8,0,-11,-4,61,66,NULL,NULL,NULL,NULL,NULL,Michael Fly (9-20),florida-gulf-coast,florida-gulf-coast,1195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,2008,SEC,25,11,1,9,7,1,13,4,77,67,19,17,NULL,NULL,NULL,Billy Donovan (25-11),florida,florida,1196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,2009,SEC,21,13,1,9,7,1,12,7,72,66,NULL,10,NULL,Lost First Round,10,Billy Donovan (21-13),florida,florida,1196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,2010,SEC,29,8,1,13,3,1,16,8,72,63,9,9,15,Lost Regional Final,2,Billy Donovan (29-8),florida,florida,1196,1196,2010,1000135,florida,34,6875,890,2006,0,687,1358,1,203,648,0,472,671,1,455,810,1265,479,243,94,423,501,2455,72,1196,2010
10,2010,SEC,29,8,1,13,3,1,16,8,72,63,9,9,15,Lost Regional Final,2,Billy Donovan (29-8),florida,florida,1196,1196,2010,1000135,florida,34,6875,890,2006,0,687,1358,1,203,648,0,472,671,1,455,810,1265,479,243,94,423,501,2455,72,1196,2010
9,2011,SEC,26,11,1,10,6,1,18,7,76,65,8,7,25,Lost Regional Final,7,Billy Donovan (26-11),florida,florida,1196,1196,2011,1000272,florida,37,7575,968,2083,0,735,1422,1,233,661,0,498,744,1,467,917,1384,521,221,131,452,545,2667,72,1196,2011
9,2011,SEC,26,11,1,10,6,1,18,7,76,65,8,7,25,Lost Regional Final,7,Billy Donovan (26-11),florida,florida,1196,1196,2011,1000334,florida,37,7575,968,2083,0,735,1422,1,233,661,0,498,744,1,467,917,1384,521,221,131,452,545,2667,72,1196,2011
9,2011,SEC,26,11,1,10,6,1,18,7,76,65,8,7,25,Lost Regional Final,7,Billy Donovan (26-11),florida,florida,1196,1196,2011,1000366,florida,37,7575,968,2083,0,735,1422,1,233,661,0,498,744,1,467,917,1384,521,221,131,452,545,2667,72,1196,2011
9,2011,SEC,26,11,1,10,6,1,18,7,76,65,8,7,25,Lost Regional Final,7,Billy Donovan (26-11),florida,florida,1196,1196,2011,1000377,florida,37,7575,968,2083,0,735,1422,1,233,661,0,498,744,1,467,917,1384,521,221,131,452,545,2667,72,1196,2011
9,2011,SEC,26,11,1,10,6,1,18,7,76,65,8,7,25,Lost Regional Final,7,Billy Donovan (26-11),florida,florida,1196,1196,2011,1000272,florida,37,7575,968,2083,0,735,1422,1,233,661,0,498,744,1,467,917,1384,521,221,131,452,545,2667,72,1196,2011
9,2011,SEC,26,11,1,10,6,1,18,7,76,65,8,7,25,Lost Regional Final,7,Billy Donovan (26-11),florida,florida,1196,1196,2011,1000334,florida,37,7575,968,2083,0,735,1422,1,233,661,0,498,744,1,467,917,1384,521,221,131,452,545,2667,72,1196,2011
9,2011,SEC,26,11,1,10,6,1,18,7,76,65,8,7,25,Lost Regional Final,7,Billy Donovan (26-11),florida,florida,1196,1196,2011,1000366,florida,37,7575,968,2083,0,735,1422,1,233,661,0,498,744,1,467,917,1384,521,221,131,452,545,2667,72,1196,2011
9,2011,SEC,26,11,1,10,6,1,18,7,76,65,8,7,25,Lost Regional Final,7,Billy Donovan (26-11),florida,florida,1196,1196,2011,1000377,florida,37,7575,968,2083,0,735,1422,1,233,661,0,498,744,1,467,917,1384,521,221,131,452,545,2667,72,1196,2011
8,2012,SEC,29,8,1,14,4,1,24,7,71,54,10,2,14,Lost Regional Final,3,Billy Donovan (29-8),florida,florida,1196,1196,2012,1000434,florida,37,7475,976,2106,0,619,1167,1,357,939,0,499,700,1,416,764,1180,551,233,124,410,575,2808,76,1196,2012
8,2012,SEC,29,8,1,14,4,1,24,7,71,54,10,2,14,Lost Regional Final,3,Billy Donovan (29-8),florida,florida,1196,1196,2012,1000480,florida,37,7475,976,2106,0,619,1167,1,357,939,0,499,700,1,416,764,1180,551,233,124,410,575,2808,76,1196,2012
8,2012,SEC,29,8,1,14,4,1,24,7,71,54,10,2,14,Lost Regional Final,3,Billy Donovan (29-8),florida,florida,1196,1196,2012,1000494,florida,37,7475,976,2106,0,619,1167,1,357,939,0,499,700,1,416,764,1180,551,233,124,410,575,2808,76,1196,2012
8,2012,SEC,29,8,1,14,4,1,24,7,71,54,10,2,14,Lost Regional Final,3,Billy Donovan (29-8),florida,florida,1196,1196,2012,1000511,florida,37,7475,976,2106,0,619,1167,1,357,939,0,499,700,1,416,764,1180,551,233,124,410,575,2808,76,1196,2012
8,2012,SEC,29,8,1,14,4,1,24,7,71,54,10,2,14,Lost Regional Final,3,Billy Donovan (29-8),florida,florida,1196,1196,2012,1000434,florida,37,7475,976,2106,0,619,1167,1,357,939,0,499,700,1,416,764,1180,551,233,124,410,575,2808,76,1196,2012
8,2012,SEC,29,8,1,14,4,1,24,7,71,54,10,2,14,Lost Regional Final,3,Billy Donovan (29-8),florida,florida,1196,1196,2012,1000480,florida,37,7475,976,2106,0,619,1167,1,357,939,0,499,700,1,416,764,1180,551,233,124,410,575,2808,76,1196,2012
8,2012,SEC,29,8,1,14,4,1,24,7,71,54,10,2,14,Lost Regional Final,3,Billy Donovan (29-8),florida,florida,1196,1196,2012,1000494,florida,37,7475,976,2106,0,619,1167,1,357,939,0,499,700,1,416,764,1180,551,233,124,410,575,2808,76,1196,2012
8,2012,SEC,29,8,1,14,4,1,24,7,71,54,10,2,14,Lost Regional Final,3,Billy Donovan (29-8),florida,florida,1196,1196,2012,1000511,florida,37,7475,976,2106,0,619,1167,1,357,939,0,499,700,1,416,764,1180,551,233,124,410,575,2808,76,1196,2012
7,2013,SEC,36,3,1,18,0,1,21,9,70,58,10,1,1,Lost National Semifinal,1,Billy Donovan (36-3),florida,florida,1196,1196,2013,1000570,florida,37,7400,960,2010,0,660,1216,1,300,794,0,422,623,1,381,798,1179,540,265,120,401,518,2642,71,1196,2013
7,2013,SEC,36,3,1,18,0,1,21,9,70,58,10,1,1,Lost National Semifinal,1,Billy Donovan (36-3),florida,florida,1196,1196,2013,1000616,florida,37,7400,960,2010,0,660,1216,1,300,794,0,422,623,1,381,798,1179,540,265,120,401,518,2642,71,1196,2013
7,2013,SEC,36,3,1,18,0,1,21,9,70,58,10,1,1,Lost National Semifinal,1,Billy Donovan (36-3),florida,florida,1196,1196,2013,1000638,florida,37,7400,960,2010,0,660,1216,1,300,794,0,422,623,1,381,798,1179,540,265,120,401,518,2642,71,1196,2013
7,2013,SEC,36,3,1,18,0,1,21,9,70,58,10,1,1,Lost National Semifinal,1,Billy Donovan (36-3),florida,florida,1196,1196,2013,1000651,florida,37,7400,960,2010,0,660,1216,1,300,794,0,422,623,1,381,798,1179,540,265,120,401,518,2642,71,1196,2013
7,2013,SEC,36,3,1,18,0,1,21,9,70,58,10,1,1,Lost National Semifinal,1,Billy Donovan (36-3),florida,florida,1196,1196,2013,1000570,florida,37,7400,960,2010,0,660,1216,1,300,794,0,422,623,1,381,798,1179,540,265,120,401,518,2642,71,1196,2013
7,2013,SEC,36,3,1,18,0,1,21,9,70,58,10,1,1,Lost National Semifinal,1,Billy Donovan (36-3),florida,florida,1196,1196,2013,1000616,florida,37,7400,960,2010,0,660,1216,1,300,794,0,422,623,1,381,798,1179,540,265,120,401,518,2642,71,1196,2013
7,2013,SEC,36,3,1,18,0,1,21,9,70,58,10,1,1,Lost National Semifinal,1,Billy Donovan (36-3),florida,florida,1196,1196,2013,1000638,florida,37,7400,960,2010,0,660,1216,1,300,794,0,422,623,1,381,798,1179,540,265,120,401,518,2642,71,1196,2013
7,2013,SEC,36,3,1,18,0,1,21,9,70,58,10,1,1,Lost National Semifinal,1,Billy Donovan (36-3),florida,florida,1196,1196,2013,1000651,florida,37,7400,960,2010,0,660,1216,1,300,794,0,422,623,1,381,798,1179,540,265,120,401,518,2642,71,1196,2013
