Team,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTS/G,Team_ID,Date
saint-louis,34.0,6875.0,829,1869,.444,639,1268,.504,190,601,.316,526,755,.697,345,886,1231,482,253,138,431,597,2374,69.8,1387,2014.0
syracuse,34.0,6850.0,819,1873,.437,652,1368,.477,167,505,.331,506,715,.708,446,754,1200,402,271,171,306,546,2311,68.0,1393,2014.0
texas,35.0,7025.0,905,2095,.432,727,1550,.469,178,545,.327,610,909,.671,528,921,1449,452,199,206,426,669,2598,74.2,1400,2014.0
villanova,34.0,6925.0,870,1907,.456,566,1052,.538,304,855,.356,607,848,.716,379,884,1263,523,236,141,406,672,2651,78.0,1437,2014.0
wisconsin,38.0,7625.0,927,2019,.459,630,1229,.513,297,790,.376,642,861,.746,337,929,1266,468,183,127,307,574,2793,73.5,1458,2014.0
arizona,38.0,7701.0,996,2123,.469,792,1562,.507,204,561,.364,573,870,.659,465,984,1449,574,223,173,387,630,2769,72.9,1112,2014.0
baylor,38.0,7698.0,959,2108,.455,679,1383,.491,280,725,.386,645,949,.680,525,931,1456,563,197,202,440,648,2843,74.8,1124,2014.0
creighton,35.0,7000.0,957,1927,.497,601,1068,.563,356,859,.414,486,654,.743,293,899,1192,614,139,49,342,618,2756,78.7,1166,2014.0
gonzaga,36.0,7105.0,972,1963,.495,717,1320,.543,255,643,.397,562,793,.709,343,948,1291,525,235,142,419,659,2761,76.7,1211,2014.0
iowa-state,36.0,7324.0,1062,2239,.474,761,1399,.544,301,840,.358,564,814,.693,375,1012,1387,663,214,106,380,623,2989,83.0,1235,2014.0
kansas,35.0,7048.0,955,1937,.493,766,1381,.555,189,556,.340,665,935,.711,416,920,1336,523,204,196,463,732,2764,79.0,1242,2014.0
kentucky,40.0,8074.0,1004,2213,.454,801,1602,.500,203,611,.332,781,1146,.682,562,1045,1607,446,189,236,469,732,2992,74.8,1246,2014.0
memphis,34.0,6850.0,958,2009,.477,776,1457,.533,182,552,.330,516,801,.644,427,841,1268,591,294,159,449,612,2614,76.9,1272,2014.0
mercer,36.0,7462.0,982,2061,.476,692,1305,.530,290,756,.384,582,791,.736,407,931,1338,586,211,147,420,665,2836,78.8,1273,2014.0
north-carolina,34.0,6851.0,953,2057,.463,807,1623,.497,146,434,.336,552,882,.626,483,867,1350,523,249,161,406,690,2604,76.6,1314,2014.0
stephen-f-austin,35.0,7050.0,922,1992,.463,674,1274,.529,248,718,.345,569,800,.711,451,735,1186,574,257,104,393,730,2661,76.0,1372,2014.0
stanford,36.0,7226.0,896,1950,.459,688,1379,.499,208,571,.364,616,877,.702,347,910,1257,415,191,154,409,655,2616,72.7,1390,2014.0
ucla,37.0,7450.0,1073,2196,.489,844,1593,.530,229,603,.380,628,839,.749,368,940,1308,636,341,111,379,652,3003,81.2,1417,2014.0
virginia,37.0,7428.0,855,1884,.454,649,1325,.490,206,559,.369,533,792,.673,379,933,1312,484,193,150,362,594,2449,66.2,1438,2014.0
wichita-state,36.0,7223.0,896,1942,.461,646,1229,.526,250,713,.351,664,916,.725,419,962,1381,491,247,184,374,611,2706,75.2,1455,2014.0
mount-st-marys,33.0,6650.0,843,1923,.438,547,1089,.502,296,834,.355,522,706,.739,328,725,1053,389,232,99,388,616,2504,75.9,1291,2014.0
xavier,34.0,6850.0,869,1850,.470,695,1350,.515,174,500,.348,530,770,.688,379,834,1213,497,196,97,421,674,2442,71.8,1462,2014.0
texas-southern,34.0,6900.0,857,1854,.462,640,1251,.512,217,603,.360,653,910,.718,386,860,1246,476,155,124,454,561,2584,76.0,1411,2014.0
iowa,33.0,6693.0,919,1984,.463,728,1438,.506,191,546,.350,660,898,.735,447,885,1332,532,234,164,371,603,2689,81.5,1234,2014.0
saint-josephs,34.0,6825.0,840,1789,.470,590,1129,.523,250,660,.379,503,780,.645,319,899,1218,476,151,154,409,544,2433,71.6,1386,2014.0
ohio-state,35.0,7049.0,843,1875,.450,643,1258,.511,200,617,.324,546,793,.689,346,841,1187,421,270,157,394,577,2432,69.5,1326,2014.0
cincinnati,34.0,6801.0,805,1893,.425,609,1308,.466,196,585,.335,519,733,.708,457,767,1224,425,268,188,377,596,2325,68.4,1153,2014.0
manhattan,33.0,6749.0,828,1837,.451,620,1273,.487,208,564,.369,676,1019,.663,415,819,1234,433,273,200,468,799,2540,77.0,1264,2014.0
wofford,33.0,6626.0,808,1804,.448,612,1260,.486,196,544,.360,393,592,.664,352,738,1090,423,205,54,351,578,2205,66.8,1459,2014.0
delaware,35.0,7027.0,936,2108,.444,684,1381,.495,252,727,.347,658,925,.711,385,879,1264,377,208,123,334,660,2782,79.5,1174,2014.0
oklahoma,33.0,6676.0,909,2034,.447,624,1282,.487,285,752,.379,601,802,.749,398,844,1242,483,224,108,376,625,2704,81.9,1328,2014.0
brigham-young,35.0,7123.0,1012,2186,.463,835,1687,.495,177,499,.355,730,1055,.692,463,969,1432,544,251,103,395,690,2931,83.7,1140,2014.0
colorado,35.0,7075.0,814,1871,.435,633,1302,.486,181,569,.318,648,903,.718,401,904,1305,397,207,115,466,576,2457,70.2,1160,2014.0
new-mexico-state,36.0,7275.0,936,1918,.488,742,1395,.532,194,523,.371,705,1027,.686,428,918,1346,474,169,224,457,614,2771,77.0,1308,2014.0
western-michigan,33.0,6701.0,779,1684,.463,584,1091,.535,195,593,.329,620,856,.724,323,820,1143,376,194,111,464,602,2373,71.9,1444,2014.0
arizona-state,33.0,6725.0,836,1852,.451,568,1164,.488,268,688,.390,546,787,.694,281,891,1172,471,167,182,377,635,2486,75.3,1113,2014.0
milwaukee,35.0,7076.0,808,1888,.428,563,1134,.496,245,754,.325,604,823,.734,343,839,1182,476,200,85,469,630,2465,70.4,1454,2014.0
american,33.0,6626.0,748,1527,.490,541,981,.551,207,546,.379,378,535,.707,232,754,986,492,198,110,464,567,2081,63.1,1110,2014.0
weber-state,31.0,6300.0,732,1541,.475,510,975,.523,222,566,.392,568,767,.741,265,800,1065,407,131,123,382,558,2254,72.7,1451,2014.0
nebraska,32.0,6400.0,719,1684,.427,531,1120,.474,188,564,.333,511,713,.717,278,781,1059,304,222,99,349,660,2137,66.8,1304,2014.0
louisiana-lafayette,35.0,7149.0,988,2127,.465,742,1457,.509,246,670,.367,613,913,.671,464,865,1329,472,250,144,459,734,2835,81.0,1418,2014.0
oklahoma-state,34.0,6954.0,898,1941,.463,659,1285,.513,239,656,.364,693,964,.719,332,871,1203,463,260,160,356,680,2728,80.2,1329,2014.0
north-carolina-central,34.0,6901.0,847,1832,.462,663,1287,.515,184,545,.338,635,872,.728,403,794,1197,500,262,137,389,660,2513,73.9,1300,2014.0
eastern-kentucky,34.0,6824.0,881,1810,.487,566,1003,.564,315,807,.390,600,798,.752,243,641,884,498,299,67,359,707,2677,78.7,1184,2014.0
kansas-state,33.0,6674.0,798,1840,.434,600,1242,.483,198,598,.331,486,741,.656,406,774,1180,503,205,98,404,714,2280,69.1,1243,2014.0
george-washington,33.0,6622.0,839,1812,.463,652,1298,.502,187,514,.364,550,845,.651,394,835,1229,461,235,135,428,595,2415,73.2,1203,2014.0
duke,35.0,7025.0,929,2020,.460,613,1219,.503,316,801,.395,571,783,.729,410,797,1207,509,244,105,328,681,2745,78.4,1181,2014.0
providence,35.0,7250.0,849,1984,.428,631,1356,.465,218,628,.347,650,831,.782,432,846,1278,476,194,173,406,603,2566,73.3,1344,2014.0
virginia-commonwealth,35.0,7100.0,922,2196,.420,662,1452,.456,260,744,.349,520,772,.674,479,838,1317,459,391,150,423,686,2624,75.0,1433,2014.0
new-mexico,34.0,6899.0,847,1851,.458,650,1258,.517,197,593,.332,625,863,.724,360,936,1296,522,162,172,361,577,2516,74.0,1307,2014.0
massachusetts,33.0,6625.0,900,1962,.459,723,1450,.499,177,512,.346,525,769,.683,404,863,1267,499,226,178,446,649,2502,75.8,1269,2014.0
tulsa,34.0,6850.0,835,1899,.440,638,1296,.492,197,603,.327,604,894,.676,368,863,1231,427,232,127,394,725,2471,72.7,1409,2014.0
coastal-carolina,34.0,6873.0,861,1969,.437,649,1341,.484,212,628,.338,524,758,.691,434,902,1336,362,216,96,473,668,2458,72.3,1157,2014.0
hampton,35.0,7025.0,796,1959,.406,602,1321,.456,194,638,.304,560,859,.652,416,876,1292,372,235,141,494,752,2346,67.0,1214,2015.0
mississippi,34.0,6845.0,848,2003,.423,628,1341,.468,220,662,.332,559,723,.773,430,854,1284,450,225,128,378,668,2475,72.8,1279,2015.0
dayton,36.0,7225.0,810,1755,.462,571,1085,.526,239,670,.357,580,846,.686,255,866,1121,490,250,91,415,573,2439,67.8,1173,2015.0
robert-morris,35.0,7050.0,854,1926,.443,633,1336,.474,221,590,.375,485,684,.709,367,795,1162,428,300,100,467,650,2414,69.0,1352,2015.0
arizona,38.0,7625.0,1009,2068,.488,816,1532,.533,193,536,.360,700,974,.719,411,988,1399,528,275,131,419,681,2911,76.6,1112,2015.0
arkansas,36.0,7252.0,978,2196,.445,740,1515,.488,238,681,.349,593,819,.724,470,820,1290,579,277,168,430,684,2787,77.4,1116,2015.0
butler,34.0,6900.0,814,1882,.433,622,1342,.463,192,540,.356,526,767,.686,408,831,1239,387,217,103,376,592,2346,69.0,1139,2015.0
cincinnati,34.0,6899.0,761,1705,.446,594,1198,.496,167,507,.329,424,633,.670,383,795,1178,394,222,185,432,507,2113,62.1,1153,2015.0
georgetown,33.0,6699.0,799,1753,.456,598,1184,.505,201,569,.353,541,769,.704,367,785,1152,427,251,156,415,668,2340,70.9,1207,2015.0
georgia-state,35.0,7075.0,902,1878,.480,728,1356,.537,174,522,.333,521,719,.725,322,794,1116,479,321,143,366,642,2499,71.4,1209,2015.0
kentucky,39.0,7873.0,1006,2150,.468,803,1568,.512,203,582,.349,685,943,.726,491,991,1482,553,253,268,408,665,2900,74.4,1246,2015.0
north-carolina-state,36.0,7252.0,895,2054,.436,659,1393,.473,236,661,.357,499,727,.686,435,934,1369,415,138,184,375,637,2525,70.1,1301,2015.0
north-carolina,38.0,7650.0,1099,2309,.476,915,1795,.510,184,514,.358,571,814,.701,526,1015,1541,661,251,160,481,738,2953,77.7,1314,2015.0
notre-dame,38.0,7725.0,1050,2061,.509,748,1286,.582,302,775,.390,561,756,.742,313,918,1231,576,256,138,357,540,2963,78.0,1323,2015.0
ohio-state,35.0,7050.0,964,1995,.483,728,1358,.536,236,637,.370,471,693,.680,387,854,1241,534,266,178,396,563,2635,75.3,1326,2015.0
alabama-birmingham,36.0,7400.0,873,2042,.428,671,1435,.468,202,607,.333,528,715,.738,434,888,1322,516,237,184,482,630,2476,68.8,1412,2015.0
ucla,36.0,7250.0,930,2099,.443,707,1493,.474,223,606,.368,507,750,.676,440,927,1367,498,238,139,430,645,2590,71.9,1417,2015.0
utah,35.0,7024.0,849,1760,.482,585,1106,.529,264,654,.404,534,760,.703,322,882,1204,489,208,175,407,581,2496,71.3,1428,2015.0
villanova,36.0,7250.0,916,1951,.470,590,1114,.530,326,837,.389,596,815,.731,371,864,1235,570,278,146,382,596,2754,76.5,1437,2015.0
xavier,37.0,7525.0,956,2011,.475,722,1345,.537,234,666,.351,566,775,.730,364,918,1282,596,223,106,447,661,2712,73.3,1462,2015.0
duke,39.0,7850.0,1099,2191,.502,816,1459,.559,283,732,.387,610,873,.699,445,991,1436,588,278,149,421,607,3091,79.3,1181,2015.0
gonzaga,38.0,7625.0,1084,2083,.520,820,1423,.576,264,660,.400,557,806,.691,391,1050,1441,620,226,126,397,637,2989,78.7,1211,2015.0
iowa,34.0,6850.0,821,1905,.431,629,1329,.473,192,576,.333,538,723,.744,422,852,1274,482,218,158,377,536,2372,69.8,1234,2015.0
kansas,36.0,7225.0,869,1976,.440,656,1414,.464,213,562,.379,610,842,.724,426,938,1364,475,237,175,463,639,2561,71.1,1242,2015.0
louisville,36.0,7249.0,878,2048,.429,680,1404,.484,198,644,.307,529,792,.668,454,897,1351,419,283,192,408,623,2483,69.0,1257,2015.0
maryland,35.0,7050.0,781,1777,.440,523,1090,.480,258,687,.376,597,790,.756,314,909,1223,376,169,151,431,584,2417,69.1,1268,2015.0
michigan-state,39.0,8025.0,1014,2181,.465,720,1418,.508,294,763,.385,451,714,.632,436,1022,1458,646,203,176,441,738,2773,71.1,1277,2015.0
northern-iowa,35.0,7101.0,776,1618,.480,519,973,.533,257,645,.398,472,644,.733,255,816,1071,413,207,84,363,508,2281,65.2,1320,2015.0
oklahoma,35.0,7050.0,885,2035,.435,649,1347,.482,236,688,.343,495,668,.741,389,943,1332,430,237,174,419,570,2501,71.5,1328,2015.0
oregon,36.0,7300.0,992,2143,.463,729,1417,.514,263,726,.362,466,613,.760,372,926,1298,508,207,157,421,655,2713,75.4,1332,2015.0
san-diego-state,36.0,7276.0,800,1916,.418,611,1325,.461,189,591,.320,437,694,.630,439,831,1270,377,247,179,410,506,2226,61.8,1361,2015.0
virginia,34.0,6850.0,804,1758,.457,634,1275,.497,170,483,.352,446,614,.726,358,874,1232,430,186,143,316,484,2224,65.4,1438,2015.0
west-virginia,35.0,7050.0,872,2138,.408,645,1419,.455,227,719,.316,571,863,.662,575,697,1272,494,376,96,453,821,2542,72.6,1452,2015.0
wichita-state,35.0,7050.0,860,1933,.445,621,1263,.492,239,670,.357,501,715,.701,415,830,1245,476,250,134,327,587,2460,70.3,1455,2015.0
wisconsin,40.0,8050.0,1014,2115,.479,726,1325,.548,288,790,.365,584,765,.763,383,955,1338,504,174,127,296,501,2900,72.5,1458,2015.0
manhattan,33.0,6700.0,756,1748,.432,541,1108,.488,215,640,.336,573,829,.691,345,720,1065,460,264,92,481,758,2300,69.7,1264,2015.0
brigham-young,35.0,7100.0,976,2090,.467,676,1327,.509,300,763,.393,679,886,.766,421,928,1349,594,257,103,417,721,2931,83.7,1140,2015.0
boise-state,34.0,6925.0,831,1823,.456,534,1065,.501,297,758,.392,431,591,.729,298,821,1119,409,206,79,348,582,2390,70.3,1129,2015.0
north-florida,35.0,7000.0,897,1910,.470,580,1100,.527,317,810,.391,540,747,.723,339,880,1219,506,214,146,436,568,2651,75.7,1316,2015.0
texas-southern,35.0,7152.0,818,1840,.445,633,1266,.500,185,574,.322,569,861,.661,394,799,1193,375,214,109,454,609,2390,68.3,1411,2015.0
wofford,35.0,7000.0,818,1802,.454,596,1206,.494,222,596,.372,473,688,.688,324,815,1139,461,228,87,379,589,2331,66.6,1459,2015.0
texas,34.0,6875.0,796,1837,.433,584,1211,.482,212,626,.339,486,671,.724,422,929,1351,442,128,265,435,555,2290,67.4,1400,2015.0
purdue,34.0,6876.0,827,1840,.449,632,1243,.508,195,597,.327,524,767,.683,409,840,1249,505,185,177,444,642,2375,69.9,1345,2015.0
eastern-washington,35.0,7050.0,977,2045,.478,633,1185,.534,344,860,.400,522,719,.726,351,832,1183,454,219,167,376,624,2820,80.6,1186,2015.0
baylor,34.0,6850.0,813,1874,.434,577,1248,.462,236,626,.377,487,723,.674,497,836,1333,497,263,132,434,565,2349,69.1,1124,2015.0
louisiana-state,33.0,6750.0,892,1962,.455,703,1404,.501,189,558,.339,450,658,.684,401,893,1294,516,240,204,476,516,2423,73.4,1261,2015.0
harvard,30.0,6098.0,671,1548,.433,525,1136,.462,146,412,.354,438,609,.719,316,709,1025,384,213,135,349,472,1926,64.2,1217,2015.0
northeastern,35.0,7075.0,838,1725,.486,635,1199,.530,203,526,.386,518,713,.727,297,863,1160,500,183,129,483,496,2397,68.5,1318,2015.0
virginia-commonwealth,36.0,7375.0,896,2139,.419,603,1285,.469,293,854,.343,524,797,.657,444,833,1277,456,342,153,383,690,2609,72.5,1433,2015.0
iowa-state,34.0,6800.0,940,1973,.476,677,1247,.543,263,726,.362,502,721,.696,323,898,1221,546,218,133,375,527,2645,77.8,1235,2015.0
southern-methodist,34.0,6825.0,832,1750,.475,687,1350,.509,145,400,.363,541,770,.703,388,856,1244,524,237,146,426,551,2350,69.1,1374,2015.0
stephen-f-austin,34.0,6824.0,911,1870,.487,649,1178,.551,262,692,.379,588,799,.736,413,763,1176,596,259,120,476,734,2672,78.6,1372,2015.0
lafayette,33.0,6625.0,872,1799,.485,611,1159,.527,261,640,.408,421,549,.767,282,735,1017,514,181,83,366,515,2426,73.5,1248,2015.0
providence,34.0,6850.0,828,1889,.438,657,1343,.489,171,546,.313,543,768,.707,411,817,1228,474,242,155,407,628,2370,69.7,1344,2015.0
north-dakota-state,33.0,6675.0,743,1713,.434,513,1113,.461,230,600,.383,425,614,.692,274,824,1098,315,156,123,325,504,2141,64.9,1295,2015.0
davidson,32.0,6425.0,898,1924,.467,555,1047,.530,343,877,.391,390,553,.705,335,809,1144,547,171,93,303,601,2529,79.0,1172,2015.0
new-mexico-state,34.0,6850.0,808,1748,.462,643,1298,.495,165,450,.367,535,771,.694,428,771,1199,406,219,124,470,541,2316,68.1,1308,2015.0
california-irvine,34.0,6850.0,854,1851,.461,637,1293,.493,217,558,.389,370,541,.684,329,869,1198,480,194,168,396,578,2295,67.5,1414,2015.0
valparaiso,34.0,6826.0,837,1836,.456,601,1216,.494,236,620,.381,456,676,.675,397,879,1276,443,203,157,422,563,2366,69.6,1434,2015.0
georgia,33.0,6755.0,747,1730,.432,563,1192,.472,184,538,.342,572,826,.692,360,900,1260,411,183,151,420,608,2250,68.2,1208,2015.0
wyoming,35.0,7152.0,747,1619,.461,538,977,.551,209,642,.326,448,638,.702,216,831,1047,501,191,102,392,481,2151,61.5,1461,2015.0
albany-ny,33.0,6624.0,729,1666,.438,524,1094,.479,205,572,.358,493,650,.758,334,777,1111,349,187,53,381,544,2156,65.3,1107,2015.0
oklahoma-state,32.0,6450.0,733,1667,.440,507,1020,.497,226,647,.349,468,645,.726,287,752,1039,366,253,156,392,614,2160,67.5,1329,2015.0
st-johns-ny,33.0,6625.0,835,1890,.442,637,1321,.482,198,569,.348,475,687,.691,336,828,1164,408,246,210,352,587,2343,71.0,1385,2015.0
belmont,33.0,6602.0,858,1803,.476,529,937,.565,329,866,.380,405,585,.692,307,786,1093,504,209,66,451,549,2450,74.2,1125,2015.0
buffalo,33.0,6600.0,837,1922,.435,638,1339,.476,199,583,.341,589,819,.719,420,840,1260,433,248,132,378,613,2462,74.6,1138,2015.0
indiana,34.0,6825.0,923,1989,.464,604,1203,.502,319,786,.406,468,651,.719,407,817,1224,473,170,108,392,606,2633,77.4,1231,2015.0
coastal-carolina,34.0,6798.0,836,1899,.440,608,1266,.480,228,633,.360,538,780,.690,447,891,1338,385,240,111,399,559,2438,71.7,1157,2015.0
florida-gulf-coast,35.0,7175.0,1008,2106,.479,822,1579,.521,186,527,.353,501,778,.644,417,1005,1422,483,230,141,438,674,2703,77.2,1195,2016.0
wichita-state,35.0,7050.0,867,2023,.429,617,1252,.493,250,771,.324,551,768,.717,408,897,1305,489,255,125,346,705,2535,72.4,1455,2016.0
holy-cross,35.0,7125.0,775,1879,.412,524,1110,.472,251,769,.326,466,678,.687,279,773,1052,480,219,86,386,585,2267,64.8,1221,2016.0
michigan,36.0,7225.0,947,2048,.462,605,1147,.527,342,901,.380,420,569,.738,290,862,1152,537,203,81,348,558,2656,73.8,1276,2016.0
arkansas-little-rock,35.0,7075.0,886,1958,.453,620,1265,.490,266,693,.384,449,616,.729,324,871,1195,451,230,106,355,640,2487,71.1,1114,2016.0
butler,33.0,6625.0,918,1969,.466,682,1368,.499,236,601,.393,566,774,.731,366,822,1188,468,227,107,335,646,2638,79.9,1139,2016.0
connecticut,36.0,7300.0,944,2078,.454,689,1379,.500,255,699,.365,488,615,.793,338,962,1300,489,210,182,385,657,2631,73.1,1163,2016.0
duke,36.0,7250.0,983,2136,.460,655,1285,.510,328,851,.385,626,866,.723,426,870,1296,478,226,154,354,603,2920,81.1,1181,2016.0
gonzaga,36.0,7225.0,1011,2081,.486,730,1343,.544,281,738,.381,537,708,.758,382,1044,1426,501,184,111,418,623,2840,78.9,1211,2016.0
indiana,35.0,7025.0,1021,2034,.502,676,1203,.562,345,831,.415,504,688,.733,414,874,1288,560,239,137,474,647,2891,82.6,1231,2016.0
iowa-state,35.0,7075.0,1087,2159,.503,794,1401,.567,293,758,.387,395,563,.702,304,940,1244,577,218,142,398,542,2862,81.8,1235,2016.0
kansas,38.0,7700.0,1092,2207,.495,788,1479,.533,304,728,.418,601,843,.713,402,1041,1443,604,253,158,478,719,3089,81.3,1242,2016.0
kentucky,36.0,7275.0,1028,2149,.478,784,1483,.529,244,666,.366,561,813,.690,462,933,1395,512,206,207,389,735,2861,79.5,1246,2016.0
miami-fl,35.0,7025.0,907,1895,.479,666,1252,.532,241,643,.375,578,772,.749,330,877,1207,438,215,127,383,581,2633,75.2,1274,2016.0
north-carolina,40.0,8000.0,1235,2560,.482,1011,1875,.539,224,685,.327,617,826,.747,568,1056,1624,708,269,177,431,718,3311,82.8,1314,2016.0
providence,35.0,7075.0,881,2093,.421,632,1317,.480,249,776,.321,566,781,.725,402,861,1263,550,229,123,397,591,2577,73.6,1344,2016.0
utah,36.0,7300.0,977,2000,.489,704,1254,.561,273,746,.366,551,764,.721,347,988,1335,557,199,149,451,549,2778,77.2,1428,2016.0
virginia,37.0,7425.0,964,1964,.491,740,1407,.526,224,557,.402,474,630,.752,323,866,1189,551,199,119,345,596,2626,71.0,1438,2016.0
yale,30.0,6025.0,795,1693,.470,605,1170,.517,190,523,.363,468,699,.670,407,801,1208,452,170,137,398,530,2248,74.9,1463,2016.0
hawaii,34.0,6825.0,893,1946,.459,656,1209,.543,237,737,.322,597,873,.684,362,908,1270,525,257,124,443,695,2620,77.1,1218,2016.0
iowa,33.0,6650.0,906,2027,.447,637,1308,.487,269,719,.374,480,669,.717,392,865,1257,523,223,156,339,538,2561,77.6,1234,2016.0
maryland,36.0,7225.0,943,1941,.486,676,1202,.562,267,739,.361,572,745,.768,319,969,1288,488,210,194,458,605,2725,75.7,1268,2016.0
middle-tennessee,35.0,7025.0,909,2025,.449,630,1309,.481,279,716,.390,442,718,.616,369,914,1283,455,215,123,419,700,2539,72.5,1292,2016.0
northern-iowa,36.0,7275.0,849,1864,.455,551,1068,.516,298,796,.374,479,633,.757,195,896,1091,429,204,94,357,560,2475,68.8,1320,2016.0
notre-dame,36.0,7225.0,972,2042,.476,710,1342,.529,262,700,.374,498,671,.742,381,884,1265,480,197,143,359,544,2704,75.1,1323,2016.0
oklahoma,37.0,7475.0,1018,2225,.458,636,1319,.482,382,906,.422,530,734,.722,407,1011,1418,537,247,188,484,630,2948,79.7,1328,2016.0
oregon,38.0,7625.0,1041,2230,.467,781,1472,.531,260,758,.343,648,906,.715,442,940,1382,517,275,221,431,675,2990,78.7,1332,2016.0
stephen-f-austin,34.0,6800.0,972,2032,.478,703,1291,.545,269,741,.363,515,701,.735,405,783,1188,635,310,122,411,700,2728,80.2,1372,2016.0
saint-josephs,36.0,7225.0,976,2153,.453,725,1386,.523,251,767,.327,577,806,.716,364,1014,1378,534,184,119,355,583,2780,77.2,1386,2016.0
syracuse,37.0,7475.0,884,2080,.425,569,1204,.473,315,876,.360,506,736,.688,445,874,1319,493,300,162,440,598,2589,70.0,1393,2016.0
texas-am,37.0,7500.0,991,2208,.449,710,1384,.513,281,824,.341,565,841,.672,477,984,1461,612,260,133,434,668,2828,76.4,1401,2016.0
virginia-commonwealth,36.0,7250.0,1010,2238,.451,748,1493,.501,262,745,.352,499,721,.692,447,900,1347,515,309,135,405,706,2781,77.3,1433,2016.0
villanova,40.0,8025.0,1086,2247,.483,739,1288,.574,347,959,.362,599,766,.782,351,1034,1385,637,282,136,440,681,3118,78.0,1437,2016.0
wisconsin,35.0,7050.0,816,1917,.426,587,1261,.466,229,656,.349,512,728,.703,398,830,1228,400,205,114,386,588,2373,67.8,1458,2016.0
xavier,34.0,6800.0,928,2054,.452,673,1352,.498,255,702,.363,626,857,.730,436,951,1387,548,246,101,429,678,2737,80.5,1462,2016.0
fairleigh-dickinson,33.0,6675.0,929,2029,.458,691,1372,.504,238,657,.362,462,663,.697,348,760,1108,472,250,87,423,720,2558,77.5,1192,2016.0
vanderbilt,33.0,6650.0,857,1879,.456,584,1165,.501,273,714,.382,519,747,.695,313,960,1273,487,139,182,386,632,2506,75.9,1435,2016.0
southern,35.0,7000.0,909,2046,.444,698,1436,.486,211,610,.346,505,754,.670,365,893,1258,381,258,123,391,680,2534,72.4,1380,2016.0
tulsa,32.0,6450.0,821,1849,.444,602,1178,.511,219,671,.326,495,731,.677,323,800,1123,435,216,88,346,563,2356,73.6,1409,2016.0
purdue,35.0,7075.0,960,2042,.470,692,1311,.528,268,731,.367,538,723,.744,407,1036,1443,615,147,165,419,607,2726,77.9,1345,2016.0
texas-tech,32.0,6475.0,785,1754,.448,600,1220,.492,185,534,.346,550,741,.742,326,760,1086,418,190,134,385,589,2305,72.0,1403,2016.0
colorado,34.0,6850.0,865,2029,.426,613,1382,.444,252,647,.389,594,808,.735,446,988,1434,461,177,167,454,638,2576,75.8,1160,2016.0
north-carolina-wilmington,33.0,6675.0,928,2039,.455,698,1362,.512,230,677,.340,534,760,.703,397,840,1237,438,246,143,374,793,2620,79.4,1423,2016.0
seton-hall,34.0,6825.0,892,1999,.446,686,1405,.488,206,594,.347,532,808,.658,438,917,1355,455,251,155,469,636,2522,74.2,1371,2016.0
chattanooga,35.0,7050.0,897,1963,.457,635,1234,.515,262,729,.359,596,811,.735,381,860,1241,504,272,165,437,596,2652,75.8,1151,2016.0
iona,33.0,6625.0,919,2011,.457,592,1127,.525,327,884,.370,463,651,.711,348,870,1218,551,248,135,422,642,2628,79.6,1233,2016.0
austin-peay,36.0,7300.0,945,2049,.461,722,1404,.514,223,645,.346,627,936,.670,422,904,1326,479,250,101,502,633,2740,76.1,1122,2016.0
stony-brook,33.0,6625.0,933,1992,.468,713,1394,.511,220,598,.368,429,637,.673,426,886,1312,541,204,150,379,523,2515,76.2,1392,2016.0
buffalo,35.0,7050.0,915,2096,.437,652,1320,.494,263,776,.339,616,867,.710,425,938,1363,441,240,124,475,748,2709,77.4,1138,2016.0
southern-california,34.0,6900.0,982,2138,.459,716,1450,.494,266,688,.387,507,750,.676,401,936,1337,504,215,181,415,590,2737,80.5,1425,2016.0
fresno-state,35.0,7100.0,926,2126,.436,707,1488,.475,219,638,.343,559,805,.694,409,884,1293,466,295,138,378,764,2630,75.1,1201,2016.0
hampton,32.0,6525.0,810,1967,.412,604,1289,.469,206,678,.304,537,815,.659,447,875,1322,381,169,117,440,649,2363,73.8,1214,2016.0
arizona,34.0,6950.0,946,1970,.480,725,1390,.522,221,580,.381,622,863,.721,394,974,1368,485,164,161,442,621,2735,80.4,1112,2016.0
baylor,34.0,6875.0,933,2003,.466,723,1431,.505,210,572,.367,545,752,.725,467,800,1267,603,269,135,432,660,2621,77.1,1124,2016.0
california,34.0,6875.0,890,1931,.461,654,1280,.511,236,651,.363,529,806,.656,386,963,1349,430,139,159,419,706,2545,74.9,1143,2016.0
temple,33.0,6725.0,822,2021,.407,567,1264,.449,255,757,.337,368,538,.684,371,854,1225,445,173,103,305,535,2267,68.7,1396,2016.0
south-dakota-state,34.0,6800.0,877,1950,.450,622,1235,.504,255,715,.357,582,783,.743,381,898,1279,381,169,84,399,670,2591,76.2,1355,2016.0
michigan-state,35.0,7050.0,1009,2078,.486,688,1339,.514,321,739,.434,454,623,.729,427,1027,1454,719,156,177,406,671,2793,79.8,1277,2016.0
texas,33.0,6650.0,814,1884,.432,582,1203,.484,232,681,.341,495,743,.666,363,776,1139,377,167,144,341,688,2355,71.4,1400,2016.0
cal-state-bakersfield,33.0,6650.0,875,1939,.451,696,1415,.492,179,524,.342,476,726,.656,414,849,1263,516,263,165,405,707,2405,72.9,1167,2016.0
